SettoreMerceologico,Insegna,TipoVia,Via,Civico,CodiceVia,ZD,SuperficieVendita,SuperficieAltriUsi,SuperficieTotale,TipoAccesso,Isolato
Settore non alimentare,prada,Via,MONTE NAPOLEONE,6,219,1,600.0,0.0,600.0,accesso esterno,262
Settore non alimentare,prada,Via,MONTE NAPOLEONE,8,219,1,500.0,0.0,500.0,accesso esterno,262
Settore non alimentare,prenatal,Corso,BUENOS AIRES,28,2129,3,500.0,0.0,500.0,accesso esterno,82
Settore non alimentare,prenatal,Corso,SAN GOTTARDO,11,5203,5,270.0,21.0,291.0,accesso esterno,95
Settore non alimentare,prodotti per non vedenti,Via,GIOVANNI DA PROCIDA,6,7151,8,450.0,0.0,450.0,accesso interno,85
Settore non alimentare,proto arredamenti,Via,VESPRI SICILIANI,51,5137,6,384.0,0.0,384.0,accesso interno,148
Settore non alimentare,punto market,Via,PIRANESI GIOVANNI BATTISTA,4,3263,4,600.0,764.0,1364.0,accesso esterno,274
Settore non alimentare,ramsa,Via,QUARTO CAGNINO,24,6313,7,570.0,0.0,570.0,accesso esterno,38
Settore non alimentare,renco di macri  roberto,Corso,VENEZIA,29,238,1,260.0,214.0,474.0,accesso esterno,186
Settore non alimentare,replay,Largo,CORSIA DEI SERVI,11,234,1,808.0,0.0,808.0,accesso esterno,360
Settore non alimentare,ricordi media store,Via,FOSCOLO UGO,3,205,1,2086.0,424.0,2510.0,accesso esterno,480
Settore non alimentare,ricordi media store,Corso,BUENOS AIRES,33,2129,3,1190.0,553.0,1743.0,accesso esterno,59
Settore non alimentare,riparaz. contachilometri,Via,MUSSI GIUSEPPE,5,7199,8,252.0,0.0,252.0,accesso interno,56
Settore non alimentare,ronchi arredamenti snc,Via,LIPPI FILIPPINO,19,2196,3,277.0,0.0,277.0,accesso esterno,45
Settore non alimentare,sagam,Viale,TESTI FULVIO,260,1441,9,440.0,640.0,1080.0,area aperta recintata,45
Settore non alimentare,salina albera,Via,MAMBRETTI ANTONIO,29,7455,8,260.0,0.0,260.0,accesso esterno,112
Settore non alimentare,salmoiraghi vigano,Piazza,SAN BABILA,3,216,1,531.0,132.0,663.0,accesso esterno,316
Settore non alimentare,saro,Via,DE AMICIS EDMONDO,20,574,1,440.0,2362.0,2802.0,accesso esterno,220
Settore non alimentare,schiffini,Via,PASSIONE,2,3033,1,328.0,0.0,328.0,accesso esterno,194
Settore non alimentare,sempione,Corso,SEMPIONE,6,7137,1,414.0,40.0,454.0,accesso esterno,136
Settore non alimentare,sisley,Galleria,PASSARELLA,1,303,1,437.0,17.0,454.0,accesso esterno,360
Settore non alimentare,sisley,Via,DOGANA,4,341,1,1076.0,519.0,1595.0,accesso esterno,447
Settore non alimentare,smart,Galleria,SAN BABILA,4,360,1,450.0,0.0,450.0,accesso esterno,264
Settore non alimentare,sonia cars,Via,CASORETTO,45,2420,3,280.0,0.0,280.0,accesso esterno,6
Settore non alimentare,sony italia spa.,Via,MANZONI ALESSANDRO,31,230,1,573.0,0.0,573.0,accesso esterno,254
Settore non alimentare,spaccio aziendale,Via,QUINTILIANO MARCO FABIO,33,3358,4,252.0,0.0,252.0,area aperta recintata,73
Settore non alimentare,spaccio zucchi,Via,F.LLI LORENZETTI,4,6604,7,254.0,0.0,254.0,accesso interno,10
Settore non alimentare,spazio fitecarraldo,Corso,DI PORTA ROMANA,132,402,1,439.0,835.0,1274.0,accesso esterno,39
Settore non alimentare,spazionavigli,Via,ALESSANDRIA,3,5109,6,300.0,0.0,300.0,accesso esterno,52
Settore non alimentare,splendori,Corso,MONFORTE,2,348,1,260.0,0.0,260.0,accesso esterno,264
Settore non alimentare,spotorno car srl,Viale,TESTI FULVIO,29,1441,9,323.0,0.0,323.0,accesso esterno,141
Settore non alimentare,spotti modern living,Viale,PIAVE,27,2179,1,393.0,0.0,393.0,accesso esterno,152
Settore non alimentare,stefanel,Piazza,DEL DUOMO,21,1,1,460.0,39.0,499.0,accesso esterno,471
Settore non alimentare,supermarket del legno,Via,LORENTEGGIO,246,5132,6,1128.0,0.0,1128.0,accesso esterno,51
Settore non alimentare,super union,Via,MAESTRI CAMPIONESI,25,3197,4,370.0,0.0,370.0,accesso esterno,74
Settore non alimentare,susa auto silo,Via,GOZZI GASPARE,5,3104,3,800.0,5690.0,6490.0,accesso esterno,183
Settore non alimentare,sveziacar spa,Via,KULISCIOFF ANNA,6,6812,6,520.0,0.0,520.0,accesso esterno,53
Settore non alimentare,tecno,Via,BIGLI,22,224,1,445.0,0.0,445.0,accesso esterno,314
Settore non alimentare,tenda davide cenci,Via,MANZONI ALESSANDRO,7,230,1,278.0,0.0,278.0,accesso esterno,364
Settore non alimentare,terranova,Via,TORINO,61,543,1,525.0,358.0,883.0,Non specificato,399
Settore non alimentare,tessuti raponi,Via,RONCHI,2,2655,3,531.0,519.0,1050.0,accesso esterno,93
Settore non alimentare,tiffany,Via,DELLA SPIGA,19,226,1,266.0,0.0,266.0,accesso esterno,260
Settore non alimentare,tod s,Via,DELLA SPIGA,22,226,1,495.0,425.0,920.0,accesso esterno,184
Settore non alimentare,treesse sport,Piazza,SANTA MARIA BELTRADE,2,514,1,870.0,194.0,1064.0,accesso esterno,447
Settore non alimentare,trevisan  E  c.,Corso,GENOVA,20,5164,1,630.0,31.0,661.0,accesso esterno,133
Settore non alimentare,trussardi,Piazza,DELLA SCALA,5,201,1,300.0,0.0,300.0,accesso esterno,479
Settore non alimentare,tutto chicco,Corso,BUENOS AIRES,75,2129,3,575.0,305.0,880.0,accesso esterno,7
Settore non alimentare,united colors of benetton,Corso,VERCELLI,8,6193,7,2228.0,1766.0,3994.0,accesso esterno,217
Settore non alimentare,upim,Via,QUARENGHI GIACOMO,23,7478,8,1490.0,346.0,1836.0,accesso interno,300
Settore non alimentare,valentino,Via,MONTE NAPOLEONE,20,219,1,613.0,369.0,982.0,accesso esterno,258
Settore non alimentare,vannucci,Galleria,SAN BABILA,4,360,1,380.0,125.0,505.0,accesso esterno,264
Settore non alimentare,varco spa.,Via,DELL' INNOMINATO,2,5414,5,664.0,6476.0,7140.0,accesso esterno,82
Settore non alimentare,vergelio,Via,PASSARELLA,4,298,1,345.0,0.0,345.0,accesso esterno,386
Settore non alimentare,verzeri,Via,VILLAPIZZONE,12,7272,8,252.0,0.0,252.0,accesso esterno,171
Settore non alimentare,vetrofania,Via,DURINI,23,313,1,514.0,542.0,1056.0,accesso esterno,317
Settore non alimentare,vodafone one,Via,OREFICI,2,547,1,337.0,0.0,337.0,accesso esterno,436
Settore non alimentare,volvo sveziacar,Viale,TOSCANA,31,4210,5,965.0,0.0,965.0,accesso esterno,168
Settore non alimentare,white star adventure,Via,DEGLI OMENONI,2,233,1,558.0,39.0,597.0,accesso esterno,383
Settore non alimentare,willy sport,Via,LAMARMORA ALFONSO,21,4103,1,266.0,0.0,266.0,accesso esterno,114
Settore non alimentare,yves saint laurent,Via,MONTE NAPOLEONE,27,219,1,632.0,0.0,632.0,accesso esterno,314
Settore non alimentare,zara,Corso,BUENOS AIRES,54,2129,3,1200.0,709.0,1909.0,accesso esterno,45
Settore non alimentare,zara,Corso,VITTORIO EMANUELE II,11,214,1,2500.0,200.0,2700.0,accesso esterno,361
Settore non alimentare,zara,Via,TORINO,2,543,1,1143.0,340.0,1483.0,accesso esterno,438
Settore non alimentare,zucchi store,Via,FOSCOLO UGO,4,205,1,700.0,0.0,700.0,accesso esterno,416
Settore carburanti,Non presente,Via,ROSSI PELLEGRINO,93,1510,9,910.0,32.0,942.0,accesso esterno,153
Settore carburanti,Non presente,Via,SANT' ARNALDO,26,1663,9,600.0,300.0,900.0,accesso esterno,63
Settore carburanti,castelli elaborazioni elt,Via,DE MARCHI EMILIO,37,1418,2,380.0,0.0,380.0,accesso esterno,64
Settore di monopolio,Non presente,Piazza,DEL DUOMO,25,1,1,601.0,0.0,601.0,accesso esterno,416
Settore di monopolio,Non presente,Via,MACCHI MAURO,42,2133,2,350.0,475.0,825.0,accesso interno,31
Settore carburanti,Non presente,Via,GALLARATE,40,7420,8,800.0,100.0,900.0,accesso esterno,228
Settore farmaceutico,farmacia,Via,MAFFUCCI ANGIOLO,40,1276,9,462.0,291.0,753.0,accesso interno,259
Settore farmaceutico,farmacia cassiodoro,Viale,CASSIODORO,12,6359,8,591.0,185.0,776.0,accesso esterno,151
Settore farmaceutico,farmacia scevola,Viale,TESTI FULVIO,90,1441,9,397.0,227.0,624.0,accesso esterno,145
